date chlor_a_avg:float chlor_a_max:float chlor_a_min:float diatoms_hirata_avg:float diatoms_hirata_max:float diatoms_hirata_min:float dinoflagellates_hirata_avg:float dinoflagellates_hirata_max:float dinoflagellates_hirata_min:float greenalgae_hirata_avg:float greenalgae_hirata_max:float greenalgae_hirata_min:float prymnesiophytes_hirata_avg:float prymnesiophytes_hirata_max:float prymnesiophytes_hirata_min:float region:float
2016-01-12 0.81487771 49.29435349 0.00100000 0.27766112 37.10150804 0.00000001 0.02362975 12.19284545 0.00000018 0.14463606 0.24899991 0.00000003 0.15829994 0.35695177 0.00000000 1.00000000
2016-01-12 0.97944264 52.18224335 0.00100000 0.41311936 39.27906281 0.00000001 0.03081196 12.90318054 0.00000018 0.15431790 0.24899905 0.00000003 0.15514852 0.34870399 0.00000000 2.00000000
2016-01-12                3.00000000
2016-01-12                4.00000000
2016-01-28 1.03597311 46.08159256 0.13815658 0.42376752 34.67878497 0.00357655 0.02470490 11.40280759 0.00477175 0.17112469 0.24210406 0.02011375 0.16878767 0.17268431 0.00000000 1.00000000
2016-01-28 3.04285665 45.46574783 0.55245876 2.01785822 34.21435194 0.11704529 0.32087453 11.25139589 0.02354017 0.24271662 0.24900003 0.05326722 0.19801550 0.36075916 0.00000000 2.00000000
2016-01-28 3.26033986 21.26612282 0.20553961 2.19212776 15.94948812 0.01023072 0.37022992 5.31663470 0.00903193 0.24476672 0.24900003 0.03582735 0.21019664 0.36076069 0.00000000 3.00000000
2016-01-28 1.89770492 5.16134596 0.92383665 1.09861177 3.69112454 0.33946991 0.09178263 0.89902032 0.02263458 0.22307467 0.24900001 0.16125867 0.16887781 0.35567550 0.16539243 4.00000000
2016-02-13                1.00000000
2016-02-13                2.00000000
2016-02-13 2.57159201 117.41345978 0.00100000 1.65750264 88.44573347 0.00000001 0.28677611 28.96772631 0.00000018 0.21046497 0.24900003 0.00000003 0.18467688 0.36075766 0.00000000 3.00000000
2016-02-13 0.16272823 1.63930917 0.00195813 0.02713534 0.88888468 0.00000003 0.00492486 0.05234475 0.00000077 0.02483177 0.21563199 0.00000037 0.04545524 0.17268402 0.00000000 4.00000000
2016-02-29 11.81947604 119.62441254 0.00180586 8.75873493 90.11189525 0.00000003 2.79888018 29.51251729 0.00000064 0.18876169 0.24899995 0.00000028 0.10358204 0.36072095 0.00000000 1.00000000
2016-02-29 5.98888305 119.25145721 0.00100000 4.28499462 89.83083719 0.00000001 1.15449488 29.42062002 0.00000018 0.22194586 0.24900002 0.00000003 0.18509144 0.36075961 0.00000000 2.00000000
2016-02-29 7.22325904 119.21120453 0.00100000 5.26845620 89.80050812 0.00000001 1.53310767 29.41069641 0.00000018 0.22267210 0.24900002 0.00000003 0.19299492 0.36075861 0.00000000 3.00000000
2016-02-29 4.36674308 117.09514618 0.17315224 3.05630902 88.20584857 0.00651716 0.68420066 28.88929761 0.00693365 0.24059221 0.24900002 0.01368023 0.23525241 0.36076049 0.00000000 4.00000000
2016-03-16                1.00000000
2016-03-16                2.00000000
2016-03-16                3.00000000
2016-03-16                4.00000000
2016-04-01                1.00000000
2016-04-01                2.00000000
2016-04-01                3.00000000
2016-04-01                4.00000000
2016-04-17 0.77467533 118.53037262 0.00100000 0.25981404 89.28743266 0.00000001 0.02946949 29.24293996 0.00000018 0.13507959 0.24900000 0.00000003 0.15271900 0.36071948 0.00000000 1.00000000
2016-04-17 3.13808342 114.05313110 0.99589735 2.09168996 85.91338373 0.39031055 0.35073478 28.13974737 0.02270694 0.24170147 0.24900003 0.01428858 0.20145952 0.36075208 0.00000000 2.00000000
2016-04-17 4.00417980 54.01397705 0.58568043 2.77521881 40.66016632 0.13328850 0.58412122 13.35381073 0.02383131 0.24221580 0.24900003 0.04292653 0.22512097 0.36075853 0.00000000 3.00000000
2016-04-17 1.51181823 118.18872833 0.00100000 0.79419897 89.02997114 0.00000001 0.08441478 29.15875719 0.00000018 0.19194480 0.24900002 0.00000003 0.16869263 0.36070457 0.00000000 4.00000000
2016-05-03                1.00000000
2016-05-03                2.00000000
2016-05-03                3.00000000
2016-05-03                4.00000000
2016-05-19                1.00000000
2016-05-19 1.24465626 86.14832306 0.00100000 0.59884348 64.88312210 0.00000001 0.04461635 21.26520096 0.00000018 0.17902742 0.24900001 0.00000003 0.16384317 0.36022228 0.00000000 2.00000000
2016-05-19 3.17946036 119.08032227 0.00100000 2.12357287 89.70187426 0.00000001 0.37719791 29.37844801 0.00000018 0.23704997 0.24900003 0.00000003 0.19667473 0.36073486 0.00000000 3.00000000
2016-05-19 1.31312907 103.29001617 0.00100000 0.63682230 77.80210877 0.00000001 0.03998452 25.48790740 0.00000018 0.19089123 0.24900000 0.00000003 0.16989577 0.35805017 0.00000000 4.00000000
2016-06-04                1.00000000
2016-06-04                2.00000000
2016-06-04                3.00000000
2016-06-04                4.00000000
2016-06-20 0.87138038 110.03886414 0.00100000 0.31464861 82.88819171 0.00000001 0.02597873 27.15067243 0.00000018 0.15082316 0.24900000 0.00000003 0.16113859 0.35728382 0.00000000 1.00000000
2016-06-20 3.12586006 118.18762207 0.03571697 2.07273156 89.02913781 0.00009193 0.36967886 29.15848426 0.00036132 0.23567904 0.24900002 0.00160312 0.18834215 0.36075676 0.00000000 2.00000000
2016-06-20 8.99757128 88.26896667 1.74469841 6.63384085 66.48142288 0.97392612 2.10396180 21.78754379 0.06303951 0.20496992 0.24899982 0.02146966 0.10788756 0.36075284 0.00000000 3.00000000
2016-06-20 1.81708906 110.20088196 0.00323005 1.03431161 83.01029213 0.00000013 0.11698792 27.19058983 0.00000226 0.20813546 0.24900001 0.00000209 0.17187694 0.36072715 0.00000000 4.00000000
2016-07-06 0.75823786 39.41109467 0.17157224 0.23271879 29.64771995 0.00636110 0.02356175 9.76337472 0.00683286 0.14002585 0.24800567 0.02781340 0.15862356 0.18773150 0.00000000 1.00000000
